block,timestamp,source,translation,score,verdict,corrected,issues
54,"00:03:39,460 --> 00:03:46,040","This brings us to the next level of difficulty, common in section 3 of the listening test, the agreement trap.",這將帶我們進入下一個難度等級，這在聽力測驗的第 3 部分中很常見，即「同意陷阱」。(agreement trap),80,minor_issues,這將帶我們進入下一個難度等級，這在聽力測驗的第 3 部分中很常見，即「同意陷阱」。(一致性 trap),[medium] terminology: None
55,"00:03:47,080 --> 00:03:50,360",I think we should focus our presentation on global warming.,我認為我們應該將簡報的重點放在全球暖化上。,100,ok,,
56,"00:03:50,720 --> 00:03:52,320",There is so much data available.,資料非常豐富。,80,minor_issues,,[medium] terminology: None
57,"00:03:52,860 --> 00:03:53,880",I'm not sure.,我不確定。,100,ok,,
58,"00:03:54,360 --> 00:03:55,560",Everyone chooses that.,大家都這樣選擇。,100,ok,,
59,"00:03:56,020 --> 00:03:58,120",What about ocean pollution instead?,改成海洋污染呢？,100,ok,,
60,"00:03:58,820 --> 00:03:59,340",Hmm.,嗯。,100,ok,,
61,"00:03:59,600 --> 00:04:00,680","Actually, you're right.",其實，你說得對。,100,ok,,
62,"00:04:01,120 --> 00:04:02,820",Ocean pollution would be more unique.,海洋污染會更獨特。,45,needs_revision,海洋污染會更嚴重。,[high] meaning_drift: None
63,"00:04:03,180 --> 00:04:03,840",Let's go with that.,那就這樣決定吧。,80,minor_issues,,[medium] terminology: None
64,"00:04:04,600 --> 00:04:08,120","In matching questions, where you must link a student to a topic,",在配對題中，當你需要將學生與主題連結時，我們之,32,needs_revision,在配對題中，當你需要將學生與主題連結時，即可,[low] style: None; [medium] terminology: None; [high] meaning_drift: None
65,"00:04:08,280 --> 00:04:11,580",the partial match we discussed earlier appears as a debate.,前討論過的「部分匹配」會以辯論的形式出現。,80,minor_issues,,[medium] terminology: None
66,"00:04:11,840 --> 00:04:14,540",The male student suggested global warming with confidence.,那名男學生自信地提出全球暖化的議題。,100,ok,,
67,"00:04:14,780 --> 00:04:18,140","If you matched him to that topic immediately, you fell into the trap.",如果你馬上將他與該主題連結起來，你就掉入陷阱了。,100,ok,,
68,"00:04:18,620 --> 00:04:20,839",You must wait for the consensus.,你必須等待共識。,100,ok,,
69,"00:04:21,400 --> 00:04:23,000",It isn't about who speaks first.,重點不在於誰先發言。,100,ok,,
70,"00:04:23,120 --> 00:04:25,080",It's about who agrees last.,重點在於誰最後表示同意。,100,ok,,
71,"00:04:25,080 --> 00:04:29,480","Finally, let's look at how the correction trap appears when matching times or dates.",最後，讓我們來看看「correction trap」在比對「times」或「dates」時是如何出現的。,70,minor_issues,最後，讓我們來看看「更正 陷阱」在配對「時間」或「日期」時是如何出現的。,[medium] terminology: None; [medium] terminology: None; [low] style: None; [low] style: None; [low] style: None; [low] style: None
72,"00:04:31,120 --> 00:04:33,460","Okay, so a table for four?",好的，四人桌嗎？,100,ok,,
73,"00:04:34,020 --> 00:04:40,000","I have an opening this Saturday at 7 p.m. Oh, wait, my flight lands late Saturday.",我這週六晚上七點有空。噢，等等，我週六搭飛機回來比較晚。,35,needs_revision,,[medium] terminology: None; [high] placeholder: None
74,"00:04:40,400 --> 00:04:42,700",Is it possible to move that to Sunday instead?,可以改成改到週日嗎？,80,minor_issues,,[medium] terminology: None
75,"00:04:43,460 --> 00:04:44,400",Let me check.,讓我確認一下。,80,minor_issues,,[medium] terminology: None
76,"00:04:45,060 --> 00:04:47,180","Yes, Sunday at 7 works.",好，週日晚上七點可以。,35,needs_revision,,[medium] terminology: None; [high] placeholder: None
77,"00:04:48,380 --> 00:04:51,160",Here you are matching the booking to the day.,這裡是將預約與日期進行比對。,80,minor_issues,,[medium] terminology: None
78,"00:04:51,160 --> 00:04:54,940","The speaker suggested Saturday, but the host corrected it to Sunday.",講者建議星期六，但主持人更正為星期日。,87,minor_issues,,[low] style: None
79,"00:04:55,200 --> 00:04:57,580",So here is your strategy for matching questions.,這裡是配對題的作答策略。,80,minor_issues,,[medium] terminology: None
80,"00:04:57,800 --> 00:05:00,040","First, don't match the keyword immediately.",首先，不要立即比對關鍵字。,100,ok,,
81,"00:05:00,320 --> 00:05:03,660",Just because you hear pool or Saturday doesn't mean it's the answer.,聽到「pool」或「Saturday」並不代表那就是答案。,80,minor_issues,聽到「pool」或「星期六」並不代表那就是答案。,[medium] terminology: None
82,"00:05:04,540 --> 00:05:08,060","Second, listen for the negation.",其次，注意聽否定詞。,100,ok,,
83,"00:05:08,740 --> 00:05:12,920","Words like not, unfortunately, or closed.",像「not」、「unfortunately」或「closed」等詞。,100,ok,,
84,"00:05:13,400 --> 00:05:15,740","Finally, wait for the agreement.",最後，請等待協議。,35,needs_revision,最後，請等待同意。,[medium] terminology: None; [high] meaning_drift: None
85,"00:05:16,440 --> 00:05:19,520",Ensure both speakers have settled on the final decision.,確保雙方已就最終決定達成共識。,100,ok,,
86,"00:05:20,020 --> 00:05:24,680","By mastering these three traps, self-correction, negation, and agreement, you",掌握這三個陷阱：自我糾正、否定和一致性，你就不,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
87,"00:05:24,680 --> 00:05:28,860",will stop falling for distractors and start catching the right answers.,會再落入干擾選項，並能開始捕捉正確答案。,32,needs_revision,不再落入干擾選項，並開始捕捉正確答案。,[medium] terminology: None; [high] meaning_drift: None; [low] register: None
88,"00:05:34,260 --> 00:05:37,960","Now we arrive at the final boss level, pick from a list.",現在我們來到最後的「final boss level」，從列表中選擇。,42,needs_revision,現在我們來到最後的「魔王關」，從清單中選擇。,[high] terminology: None; [low] style: None
89,"00:05:38,120 --> 00:05:44,700","This is where IELTS combines all the traps we just learned, negation, agreement, and correction into a single conversation.",這就是 IELTS 將我們剛才學到的所有陷阱——negation、agreement 和 correction——結合在一段對話中的地方。,70,minor_issues,這就是 IELTS 將我們剛才學到的所有陷阱——否定詞、一致性 和 更正——結合在一段對話中的地方。,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [medium] terminology: None
90,"00:05:44,920 --> 00:05:49,300","In these questions, you must select two or three correct answers from a longer list.",在這些題目之中，你必須從較長的清單中選擇兩個或三個正確答案。,77,minor_issues,,[low] style: None; [medium] terminology: None
91,"00:05:49,820 --> 00:05:54,060",This is difficult because the speakers will likely discuss every single item on that list.,這很有難度，因為說話者可能會討論該清單上的每一項內容。,87,minor_issues,,[low] style: None
92,"00:05:54,440 --> 00:05:56,140",Let's look at a constraint trap.,我們來看看「constraint trap」的陷阱。,77,minor_issues,我們來看看「限制陷阱」的陷阱。,[medium] terminology: None; [low] style: None
93,"00:05:56,680 --> 00:06:03,960","This is when an answer is technically possible, but a specific condition, like cost, time, or rules, makes it wrong.",這是指答案在技術上可行，但受到特定條件（例如費用、時間或規則）的限制，導致該答案不正確。,80,minor_issues,,[medium] terminology: None
94,"00:06:05,320 --> 00:06:08,600","Alright, so what kind of meat dishes should we have?",那麼，我們應該準備哪些肉類料理呢？,100,ok,,
95,"00:06:08,960 --> 00:06:11,000",Some beef wellington would be great.,來些惠靈頓牛排就太好了。,100,ok,,
96,"00:06:11,620 --> 00:06:13,040","You are joking, right?",你在開玩笑吧？,80,minor_issues,,[medium] terminology: None
97,"00:06:13,220 --> 00:06:15,060",That would be quite expensive.,那會非常昂貴。,100,ok,,
98,"00:06:15,660 --> 00:06:16,900","Yes, yes, I know.",是的，是的，我知道。,100,ok,,
99,"00:06:17,340 --> 00:06:18,160",No beef then.,那就不要牛肉。,100,ok,,
100,"00:06:18,490 --> 00:06:22,180",How about something with pork and then another dish with chicken?,來點豬肉料理，再來一道雞肉料理如何？,100,ok,,
101,"00:06:22,820 --> 00:06:24,400","Okay, that sounds like a good idea.",好的，聽起來是個好主意。,80,minor_issues,,[medium] terminology: None
102,"00:06:25,280 --> 00:06:27,120",Did you catch the logic flow there?,你抓到那裡的邏輯流程了嗎？,100,ok,,
103,"00:06:27,280 --> 00:06:28,740","First, you heard beef.",首先，你聽到的是 beef。,87,minor_issues,首先，你聽到的是 牛肉。,[low] terminology: None
104,"00:06:28,920 --> 00:06:31,840","If you were just matching keywords, you would have ticked it immediately.",如果你只是要匹配關鍵字，你早就勾選了。,100,ok,,
105,"00:06:32,080 --> 00:06:33,640",But then came the constraint trap.,但接著出現了限制陷阱。,100,ok,,
106,"00:06:33,800 --> 00:06:35,820",Oscar mentioned it was too expensive.,Oscar 提到價格太高了。,100,ok,,
107,"00:06:36,100 --> 00:06:37,020",Then came the negation.,接著出現了否定句。,80,minor_issues,,[medium] terminology: None
108,"00:06:37,200 --> 00:06:38,980",Walt explicitly said no beef.,Walt 明確表示不吃牛肉。,87,minor_issues,Walt 明確表示不碰牛肉。,[low] register: None
109,"00:06:39,480 --> 00:06:43,260","After that, they finally proposed the correct answers, pork and chicken.",之後，他們終於提出了正確答案：豬肉和雞肉。,77,minor_issues,,[low] style: None; [medium] terminology: None
110,"00:06:43,460 --> 00:06:47,100","So for pick from a list questions, think of yourself as a judge in a courtroom.",因此，對於「從列表中選擇」類型的題目，請想像自己是一位在法庭上的法官。,30,needs_revision,因此，對於「從清單中選擇」型別的題目，請想像自己是一位在法庭上的法官。,[high] terminology: None; [high] terminology: None; [medium] terminology: None; [medium] terminology: None
111,"00:06:47,100 --> 00:06:50,260",Don't write down the verdict until you have heard all the arguments.,在聽完所有論點之前，不要寫下判決。,77,minor_issues,,[low] style: None; [medium] terminology: None
112,"00:06:55,730 --> 00:06:57,550",To recap what we learned this lesson.,複習一下本堂課所學的內容。,80,minor_issues,,[medium] terminology: None
113,"00:06:57,810 --> 00:07:00,510","One, beware of partial matches in multiple choice.",第一，要謹慎處理選擇題中的部分匹配。,100,ok,,
114,"00:07:00,730 --> 00:07:03,130","Two, listen for negation in matching questions.",第二，在配對題中要注意否定語句。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
115,"00:07:03,490 --> 00:07:06,090","Three, watch out for constraints in pick from a list.",第三，在「從列表中選擇」類型的題目時，請留意限制條件。,30,needs_revision,第三，在「從清單中選擇」型別的題目時，請留意限制條件。,[high] terminology: None; [high] terminology: None
116,"00:07:06,290 --> 00:07:09,710",Master these three habits and those distractors won't distract you anymore.,掌握這三個習慣，那些干擾選項就再也無法迷惑你了。,87,minor_issues,,[low] style: None
117,"00:07:09,890 --> 00:07:10,870",See you in the next lesson.,下一堂課見。,100,ok,,
